number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,state
0,0.8886409947846066,2026-07-24 14:30:01.854263,2026-07-24 14:30:02.410306,0 days 00:00:00.556043,0.8253921622809783,0.08265243911156489,10,40,199,47,4.234192980847336e-08,2.163428944836469e-06,0.8384735546436518,COMPLETE
1,0.5833120644475527,2026-07-24 14:30:02.440588,2026-07-24 14:30:03.971531,0 days 00:00:01.530943,0.9683577347018648,0.06292691795570775,6,7,475,79,7.181791458882546e-07,8.570630698178648e-05,0.7508509597577977,COMPLETE
2,0.5121876558277203,2026-07-24 14:30:03.995067,2026-07-24 14:30:06.566270,0 days 00:00:02.571203,0.9681949312103559,0.010697536177510883,12,13,756,61,1.4402471156698057e-07,0.0003573965362487956,0.8419714717326107,COMPLETE
3,0.5679207605369898,2026-07-24 14:30:06.590816,2026-07-24 14:30:07.773243,0 days 00:00:01.182427,0.817090404198056,0.06120975269047972,5,22,638,49,1.5235948316708952e-05,0.1945465343045347,0.7803346412847707,COMPLETE
4,0.4354406935725611,2026-07-24 14:30:07.790631,2026-07-24 14:30:09.038397,0 days 00:00:01.247766,0.8800898119729154,0.02340380092265066,5,21,650,58,1.6659921932169083e-05,9.854532902719037e-05,0.7735424280805382,COMPLETE
5,0.5744685578235851,2026-07-24 14:30:09.056404,2026-07-24 14:30:09.969510,0 days 00:00:00.913106,0.7992587504397298,0.03059962331390113,4,31,618,88,0.003299525192263966,0.00035378984079451785,0.7978309152750991,COMPLETE
6,0.4921665612704137,2026-07-24 14:30:09.991185,2026-07-24 14:30:10.973152,0 days 00:00:00.981967,0.9844139130510241,0.010038715393159925,10,23,420,16,0.008722623652613656,2.898443817296261e-08,0.8936561622309391,COMPLETE
7,0.8166840454935436,2026-07-24 14:30:11.002009,2026-07-24 14:30:11.583934,0 days 00:00:00.581925,0.8153133987009408,0.04976745494183257,12,39,351,28,0.20892032956379974,1.3820620601092508e-07,0.9469403082931911,COMPLETE
8,0.5129399949428708,2026-07-24 14:30:11.607013,2026-07-24 14:30:12.749933,0 days 00:00:01.142920,0.7635491593853551,0.035036927309826715,7,9,350,74,4.105206779063718e-06,2.7522743221960336e-07,0.7702377853965254,COMPLETE
9,0.5102479440077696,2026-07-24 14:30:12.768930,2026-07-24 14:30:13.836462,0 days 00:00:01.067532,0.9223747605403638,0.03365354264215483,10,23,420,76,0.5229979389007592,0.007431870516159504,0.811220603657147,COMPLETE
10,0.5339222605960358,2026-07-24 14:30:13.857970,2026-07-24 14:30:14.846859,0 days 00:00:00.988889,0.6647078770539301,0.12572211425643706,3,16,746,33,0.00012989203792379878,4.184460419232898,0.66532766424687,COMPLETE
11,0.4431685468740912,2026-07-24 14:30:14.873773,2026-07-24 14:30:15.938782,0 days 00:00:01.065009,0.8972142373724881,0.010104125935488343,8,24,542,8,0.003418693674603342,2.308296284191864e-08,0.9500291610340456,COMPLETE
12,0.6816156588942514,2026-07-24 14:30:15.957947,2026-07-24 14:30:18.596054,0 days 00:00:02.638107,0.8892622933998852,0.017616385282754186,8,30,592,8,0.0011352358504628964,5.005719362540819e-05,0.9909497942979801,COMPLETE
13,0.47739149332894726,2026-07-24 14:30:18.616084,2026-07-24 14:30:21.486759,0 days 00:00:02.870675,0.8873943938510719,0.016674775088623667,8,28,575,36,8.820519590196101e-05,3.998787294403412e-06,0.6736131677466163,COMPLETE
14,0.4295761109147632,2026-07-24 14:30:21.504766,2026-07-24 14:30:23.119668,0 days 00:00:01.614902,0.8966215422458802,0.017851825678577727,6,18,680,59,0.04471375967519998,1.1937323373562141e-08,0.8980185120872869,COMPLETE
15,0.488363933135689,2026-07-24 14:30:23.144110,2026-07-24 14:30:24.476514,0 days 00:00:01.332404,0.7313512484273443,0.020131940484637696,5,16,701,60,0.07982440968330987,0.0030801296370351013,0.734061310313637,COMPLETE
16,0.4318397684991119,2026-07-24 14:30:24.497518,2026-07-24 14:30:30.025086,0 days 00:00:05.527568,0.8579475695695028,0.023703535028461408,6,18,797,60,0.00032193760124087166,4.185550074913572e-06,0.8909105697906051,COMPLETE
17,0.4680645214264153,2026-07-24 14:30:30.051371,2026-07-24 14:30:31.998345,0 days 00:00:01.946974,0.8453491685910696,0.014090367591121894,7,17,789,95,0.036966429649732305,2.118992767326515e-06,0.8966072399567779,COMPLETE
18,0.41189001553981386,2026-07-24 14:30:32.018161,2026-07-24 14:30:33.217598,0 days 00:00:01.199437,0.934646838359779,0.025826266895203235,3,11,692,67,3.7015937202139235,4.784955320208876e-07,0.8896860059715708,COMPLETE
19,0.3988929717830884,2026-07-24 14:30:33.237479,2026-07-24 14:30:34.288548,0 days 00:00:01.051069,0.9347396588761531,0.043409329138137664,3,12,691,68,4.764315444742782,3.2698005469995755e-07,0.9333494469099652,COMPLETE
