Date,BDI_Close_mean,BDI_Close_median,BDI_Close_min,BDI_Close_max,BDI_Close_range,BDI_Close_std,BDI_Close_variance,BDI_Close_first,BDI_Close_last,BDI_Close_pct_change,BDI_Close_count,BDI_High_mean,BDI_High_median,BDI_High_min,BDI_High_max,BDI_High_range,BDI_High_std,BDI_High_variance,BDI_High_first,BDI_High_last,BDI_High_pct_change,BDI_High_count,BDI_Low_mean,BDI_Low_median,BDI_Low_min,BDI_Low_max,BDI_Low_range,BDI_Low_std,BDI_Low_variance,BDI_Low_first,BDI_Low_last,BDI_Low_pct_change,BDI_Low_count,Brent_USD_per_barrel,policy_rate,food_index,general_index,food_price_inflation,FAO_CP_23012_KEN,FAO_CP_23012_NAM,FAO_CP_23012_ZAF,FAO_CP_23012_ZWE,FAO_CP_23013_KEN,FAO_CP_23013_NAM,FAO_CP_23013_ZAF,FAO_CP_23013_ZWE,USD_mean,USD_median,USD_std,USD_range,USD_pct_change,ZAR_mean,ZAR_median,ZAR_std,ZAR_range,ZAR_pct_change,EUR_mean,EUR_median,EUR_std,EUR_range,EUR_pct_change,GBP_mean,GBP_median,GBP_std,GBP_range,GBP_pct_change
2001-01-01,1561.08,1561.2,1488.0,1599.0,20.0,7.378276082872094,69.652,1599.0,1488.0,-0.0126026225211518,24,1561.08,1561.2,1488.0,1599.0,20.0,7.378276082872094,69.652,1599.0,1488.0,-0.0126026225211518,24,1561.08,1561.2,1488.0,1599.0,20.0,7.378276082872094,69.652,1599.0,1488.0,-0.0126026225211518,24,25.62,14.0,33.061978,34.291207,3.602384,26.658805,39.410318,47.820179,90.028959,22.919383,33.467834,35.917669,91.296524,0.183873,0.18344,0.0016400045792162,0.0043799999999999,-0.0124936835481814,1.360006,1.42349,0.112461171164296,0.26164,1.77552330040641,0.255929,0.19536,0.106098932635213,0.24566,-0.175941938273029,0.127176,0.12406,0.0058477305093054,0.01374,-0.0664953590098777
2001-02-01,1483.85,1483.0,1445.0,1538.0,26.0,9.645242971069957,107.06,1480.0,1537.0,0.0069730786797901,20,1483.85,1483.0,1445.0,1538.0,26.0,9.645242971069957,107.06,1480.0,1537.0,0.0069730786797901,20,1483.85,1483.0,1445.0,1538.0,26.0,9.645242971069957,107.06,1480.0,1537.0,0.0069730786797901,20,27.5,14.0,33.243495,34.341562,3.359312,26.495003,39.742889,47.958387,90.099992,22.23739,33.784232,36.306538,91.437082,0.18227,0.1823,0.0008017976597834,0.00215,-0.0039528901081677,1.42263,1.422275,0.0027927996573956,0.0071,0.0007934154335472,0.19799,0.198225,0.0012247075496008,0.0032,-0.0005244179348634,0.12552,0.125425,0.0006356118568601,0.0017249999999999,-0.0047234449234955
2001-03-01,1498.0,1498.25,1438.0,1537.0,28.5,10.265024013684604,160.68,1537.0,1438.0,-0.0150343026409848,20,1498.0,1498.25,1438.0,1537.0,28.5,10.265024013684604,160.68,1537.0,1438.0,-0.0150343026409848,20,1498.0,1498.25,1438.0,1537.0,28.5,10.265024013684604,160.68,1537.0,1438.0,-0.0150343026409848,20,24.5,14.0,33.295356,34.643687,2.72,26.3312,40.07546,48.280873,90.171025,21.969282,34.10063,36.447949,91.577639,0.17975,0.1798,0.0008708916064401,0.0023499999999999,-0.006790424500154,1.42355,1.42275,0.0024759014172493,0.0063,-0.0009319079354947,0.19844,0.198375,0.0012892676666692,0.0033499999999999,0.0089758753215998,0.12461,0.124875,0.0005173549237326,0.0013,0.002417525367589
2001-04-01,1441.7900000000002,1440.9,1423.0,1463.0,8.4,3.184301195587991,20.1135,1430.0,1456.0,0.0026716807405564,23,1441.7900000000002,1440.9,1423.0,1463.0,8.4,3.184301195587991,20.1135,1430.0,1456.0,0.0026716807405564,23,1441.7900000000002,1440.9,1423.0,1463.0,8.4,3.184301195587991,20.1135,1430.0,1456.0,0.0026716807405564,23,25.66,14.0,33.321287,34.794749,2.173337,26.720231,40.408031,48.511219,90.242058,22.397928,34.417028,36.58936,91.718197,0.177133333333333,0.17705,0.0005831711505695,0.0015249999999999,0.0042660498585791,1.43044833333333,1.430775,0.0027875459403069,0.0076499999999999,-0.0002051035023772,0.198141666666667,0.198125,0.0014304456392209,0.00385,-0.0017420631314736,0.123308333333333,0.123525,0.0005581157383971,0.0014249999999999,0.0016725434467971
2001-05-01,1442.175,1442.25,1382.0,1481.0,25.0,9.32424019451947,92.53375,1460.0,1382.0,-0.0111087298309436,18,1442.175,1442.25,1382.0,1481.0,25.0,9.32424019451947,92.53375,1460.0,1382.0,-0.0111087298309436,18,1442.175,1442.25,1382.0,1481.0,25.0,9.32424019451947,92.53375,1460.0,1382.0,-0.0111087298309436,18,28.31,14.0,33.476873,35.273114,2.028451,26.904508,40.740603,48.695497,90.313092,22.794996,34.733426,36.836833,91.858754,0.178362333333333,0.17828,0.0004344472596587,0.0011399999999999,0.0004554083381094,1.42212566666667,1.42212,0.002170269175365,0.0059,-0.0009072245385809,0.203727,0.20372,0.0011010199637301,0.00292,0.0076432856131329,0.124996666666667,0.12511,0.000523799746151,0.0014199999999999,0.0018095181199364
2001-06-01,1377.25,1377.25,1355.0,1394.0,13.75,5.161867152722938,34.46000000000001,1372.0,1386.0,0.0015230639056334,20,1377.25,1377.25,1355.0,1394.0,13.75,5.161867152722938,34.46000000000001,1372.0,1386.0,0.0015230639056334,20,1377.25,1377.25,1355.0,1394.0,13.75,5.161867152722938,34.46000000000001,1372.0,1386.0,0.0015230639056334,20,27.85,14.0,33.528735,35.373823,1.571092,26.945459,41.073174,48.925844,90.384125,23.126842,35.049824,36.80147,91.999311,0.17661875,0.1765125,0.0004897756558229,0.001275,0.0014370285612087,1.42255625,1.4227625,0.0010335351932384,0.0028499999999999,-0.0010012751574306,0.20667875,0.20645,0.0008432485174325,0.0022999999999999,-0.001967215097732,0.12612625,0.126225,0.0006110813398751,0.0015999999999999,-0.0016943851152573
2001-07-01,1198.0400000000002,1198.0,1021.0,1380.0,59.6,21.593541522571943,489.264,1380.0,1021.0,-0.0486985685588855,25,1198.0400000000002,1198.0,1021.0,1380.0,59.6,21.593541522571943,489.264,1380.0,1021.0,-0.0486985685588855,25,1198.0400000000002,1198.0,1021.0,1380.0,59.6,21.593541522571943,489.264,1380.0,1021.0,-0.0486985685588855,25,24.61,13.5,33.65839,35.524885,1.963865,26.986409,41.405745,48.87979,90.455158,23.367421,35.366222,36.97823,92.139869,0.174617,0.17455,0.000524564698423,0.00134,-0.0057952101632335,1.433665,1.43422,0.0028041552653384,0.0074799999999999,0.0045428018834968,0.201195,0.20192,0.0024998309132699,0.0066,-0.0298475460747483,0.123157,0.1231,0.0005238244374024,0.0014399999999999,-0.0077138842929731
2001-08-01,970.975,972.25,927.0,1014.0,23.25,8.393856846541949,77.0275,1014.0,927.0,-0.0190466855822283,19,970.975,972.25,927.0,1014.0,23.25,8.393856846541949,77.0275,1014.0,927.0,-0.0190466855822283,19,970.975,972.25,927.0,1014.0,23.25,8.393856846541949,77.0275,1014.0,927.0,-0.0190466855822283,19,25.68,13.5,33.736183,35.625594,2.199529,27.047835,41.738316,48.787636,90.526192,23.591891,35.68262,37.15499,92.280426,0.17435,0.1743,0.0005252884480884,0.00135,0.0015918349476586,1.451045,1.451225,0.0021577571843107,0.00615,0.0026208458314993,0.192885,0.192775,0.0010274156036722,0.002925,-0.0095156405315083,0.121165,0.121175,0.0004280455747414,0.001175,-0.0055508242063817
2001-09-01,945.2,947.75,898.0,995.0,35.0,12.843105939497768,178.6,918.0,952.0,0.0047329728245444,20,945.2,947.75,898.0,995.0,35.0,12.843105939497768,178.6,918.0,952.0,0.0047329728245444,20,945.2,947.75,898.0,995.0,35.0,12.843105939497768,178.6,918.0,952.0,0.0047329728245444,20,25.62,13.5,33.788045,35.776656,2.356638,26.965934,42.070887,48.925844,90.597225,23.495062,35.999018,37.50851,92.420983,0.170745,0.1709,0.0005952356648064,0.001525,-0.0052979165359397,1.47711875,1.4770125,0.0036310806690057,0.0099749999999999,0.0062140484956259,0.18738375,0.1873125,0.0011731870511873,0.0033499999999999,-0.0122902000952143,0.11668375,0.1165875,0.0005654399393285,0.0015,-0.0115140638175151
2001-10-01,894.32,893.8,850.0,939.0,21.4,7.694077011206555,76.464,939.0,850.0,-0.0175241615313596,25,894.32,893.8,850.0,939.0,21.4,7.694077011206555,76.464,939.0,850.0,-0.0175241615313596,25,894.32,893.8,850.0,939.0,21.4,7.694077011206555,76.464,939.0,850.0,-0.0175241615313596,25,20.54,13.5,33.842976,35.952896,2.576765,27.006884,42.403459,48.87979,90.668258,23.42901,36.315416,38.038791,92.561541,0.16305,0.163,0.0008188933665795,0.0022199999999999,-0.0024785573938133,1.499107,1.5164,0.0354490749519191,0.08458,0.0011244542651563,0.180087,0.18018,0.0007958784915546,0.00214,0.0011567972395905,0.11235,0.11244,0.0006582909716215,0.0017399999999999,-0.0030019963159448
2001-11-01,855.6,855.75,843.0,868.0,4.5,1.6889677372867593,2.9600000000000004,847.0,868.0,0.0037958936171596,20,855.6,855.75,843.0,868.0,4.5,1.6889677372867593,2.9600000000000004,847.0,868.0,0.0037958936171596,20,855.6,855.75,843.0,868.0,4.5,1.6889677372867593,2.9600000000000004,847.0,868.0,0.0037958936171596,20,18.8,13.5,34.160093,36.053604,3.592213,26.945459,42.73603,49.110121,90.739292,23.379324,36.631814,38.710483,92.702098,0.1579,0.157875,0.0009030336739994,0.0021749999999999,-0.0093514248738055,1.54316,1.542775,0.0070508437355599,0.0174999999999999,0.0064459497255954,0.178095,0.1783,0.0012228518005799,0.0032499999999999,-0.0088334413348286,0.11013,0.11015,0.0008055985612356,0.0020749999999999,-0.0064372453100477
2001-12-01,874.3399999999999,874.3,865.0,896.0,6.2,2.4911698942324274,8.983333333333333,868.0,896.0,0.0045594507252593,20,874.3399999999999,874.3,865.0,896.0,6.2,2.4911698942324274,8.983333333333333,868.0,896.0,0.0045594507252593,20,874.3399999999999,874.3,865.0,896.0,6.2,2.4911698942324274,8.983333333333333,868.0,896.0,0.0045594507252593,20,18.71,13.5,34.47721,36.103958,4.608727,26.84513,43.068601,49.386553,90.810325,23.35993,36.948211,39.664982,92.842655,0.14383,0.14435,0.0024480906098239,0.0067,-0.0155804240159218,1.67745,1.671925,0.0223805022686984,0.0618,0.0220214333808221,0.161228333333333,0.161825,0.0029851327579079,0.0083499999999999,-0.017382361812167,0.0997649999999999,0.099975,0.0018040265613555,0.0049499999999999,-0.017757900560383
2002-01-01,936.5,936.0,906.0,969.0,25.75,9.39971575177595,111.9,906.0,908.0,0.0020998096401947,20,936.5,936.0,906.0,969.0,25.75,9.39971575177595,111.9,906.0,908.0,0.0020998096401947,20,936.5,936.0,906.0,969.0,25.75,9.39971575177595,111.9,906.0,908.0,0.0020998096401947,20,19.42,12.5,34.794327,36.229844,5.239702,26.777561,45.428372,50.215801,90.881358,23.059345,37.264609,40.336674,92.983213,0.145881333333333,0.14628,0.0013485603315121,0.0036999999999999,0.0093771302167526,1.699204,1.6997,0.0065723693452711,0.0179199999999999,-0.0050240576951133,0.165169333333333,0.16548,0.0018455484094133,0.00494,0.0156791045740964,0.101834666666667,0.10212,0.001047568028133,0.00284,0.0120832880059643
