Date,Actual,Predicted
2023-01-01,17.202729,13.831240464000002
2023-02-01,17.300828,13.471714508000003
2023-03-01,17.759534,13.154576251999998
2023-04-01,16.604768,13.700389188
2023-05-01,14.282472,13.304666396
2023-06-01,12.864132,13.047039212000005
2023-07-01,10.693706,13.229154328
2023-08-01,9.007522,13.520688812000001
2023-09-01,7.666359,13.936674116000002
2023-10-01,6.54316,13.723120612000004
2023-11-01,7.261119,12.45458498400003
2023-12-01,6.077058,11.858179136000038
